id,name,country_id,age,position,speed,passing,shooting,defending,physical,dribbling
2007,Pervis Estupinan,20,28,LB,84,77,65,76,79,78
2008,Anthony Valencia,20,22,RW,81,65,63,38,56,74
2009,John Yeboah,20,25,RW,83,70,72,35,58,79
2010,Kendry Paez,20,19,CAM,75,79,74,48,63,81
2011,Kevin Rodriguez,20,26,ST,85,61,71,36,78,71
2013,Enner Valencia,20,36,ST,74,68,78,39,74,73
2014,Alan Minda,20,23,LW,86,69,69,41,64,78
2015,Pedro Vite,20,24,CAM,73,73,68,52,59,75
2016,Jordy Caicedo,20,28,ST,78,54,71,38,82,65
2017,Angelo Preciado,20,28,RB,82,72,61,73,75,74
2018,Denil Castillo,20,22,CDM,68,67,54,70,74,66
2019,Gonzalo Plata,20,25,RW,84,74,72,43,66,82
2020,Nilson Angulo,20,22,LW,78,64,65,34,58,74
2021,Alan Franco,20,27,CM,74,72,64,72,74,72
2023,Moises Caicedo,20,24,CDM,76,80,70,82,81,79
2024,Jeremy Arevalo,20,21,ST,75,60,67,31,65,69
2025,Jackson Porozo,20,25,CB,68,55,36,73,77,53
2026,Yaimar Medina,20,21,LB,80,68,62,65,64,72
2102,Lutsharel Geertruida,21,25,RB,78,74,62,81,80,77
2103,Marten de Roon,21,35,CDM,61,72,60,80,81,68
2104,Virgil van Dijk,21,34,CB,78,71,60,89,86,70
2105,Nathan Ake,21,31,CB,76,75,53,84,78,74
2106,Jan Paul van Hecke,21,26,CB,71,72,44,80,81,67
2107,Justin Kluivert,21,27,LW,84,73,75,37,65,80
2108,Ryan Gravenberch,21,24,CM,77,79,74,74,80,83
2109,Wout Weghorst,21,33,ST,53,62,77,44,83,67
2110,Memphis Depay,21,32,ST,76,80,82,32,77,82
2111,Cody Gakpo,21,27,LW,85,78,81,42,75,83
2112,Mats Wieffer,21,26,CDM,68,74,66,79,81,73
2114,Tijjani Reijnders,21,27,CM,79,81,76,72,74,82
2115,Micky van de Ven,21,25,CB,93,69,41,82,81,71
2116,Guus Til,21,28,CAM,74,71,75,64,80,73
2117,Noa Lang,21,26,LW,82,75,73,34,60,82
2118,Donyell Malen,21,27,RW,89,73,81,36,71,82
2119,Brian Brobbey,21,24,ST,81,63,76,33,85,75
2120,Teun Koopmeiners,21,28,CAM,73,82,81,76,80,79
2121,Frenkie de Jong,21,29,CM,81,86,69,77,78,87
2122,Denzel Dumfries,21,30,RB,81,71,66,80,89,74
2124,Crysencio Summerville,21,24,LW,86,72,75,38,59,81
2125,Jorrel Hato,21,20,LB,79,72,48,76,73,74
2126,Quinten Timber,21,24,CM,76,75,71,72,78,79
2202,Yukinari Sugawara,22,25,RB,81,77,66,74,72,76
2203,Shogo Taniguchi,22,34,CB,63,68,48,76,75,61
2204,Ko Itakura,22,29,CB,73,72,48,82,79,68
2205,Yuto Nagatomo,22,39,LB,70,69,55,71,72,66
2206,Shuto Machino,22,26,ST,74,63,74,38,78,71
2207,Ao Tanaka,22,27,CM,71,76,71,72,74,74
2208,Takefusa Kubo,22,25,RW,88,81,77,41,61,88
2209,Keisuke Goto,22,21,ST,75,61,72,32,74,68
2210,Ritsu Doan,22,27,RW,82,76,78,45,71,81
2211,Daizen Maeda,22,28,LW,94,66,71,51,76,73
2213,Keito Nakamura,22,25,LW,80,72,77,39,64,79
2214,Junya Ito,22,33,RW,89,78,74,48,68,82
2215,Daichi Kamada,22,29,CAM,73,81,76,54,67,80
2216,Tsuyoshi Watanabe,22,29,CB,66,58,41,76,81,54
2217,Yuito Suzuki,22,24,CAM,82,74,72,41,64,80
2218,Ayase Ueda,22,27,ST,79,64,78,38,76,73
2219,Koki Ogawa,22,28,ST,68,61,74,37,75,69
2220,Ayumu Seko,22,26,CB,68,66,42,73,74,61
2221,Hiroki Ito,22,27,LB,77,74,56,80,78,70
2222,Takehiro Tomiyasu,22,27,CB,77,71,48,83,80,69
2224,Kaishu Sano,22,25,CDM,74,71,61,74,76,73
2225,Junnosuke Suzuki,22,22,CDM,68,71,58,71,73,69
2226,Kento Shiogai,22,21,ST,78,60,70,33,70,72
2302,Gustaf Lagerbielke,23,26,CB,61,64,38,73,76,55
2303,Victor Lindelof,23,31,CB,70,72,53,80,75,69
2304,Isak Hien,23,27,CB,79,62,37,81,85,63
2305,Gabriel Gudmundsson,23,27,LB,84,70,61,72,77,75
2306,Herman Johansson,23,28,RB,79,69,59,71,76,71
2307,Lucas Bergvall,23,20,CM,74,74,68,62,72,79
2308,Daniel Svensson,23,24,LB,78,71,58,72,73,73
2309,Alexander Isak,23,26,ST,89,78,83,37,73,85
2310,Benjamin Nygren,23,24,CAM,75,73,72,46,68,75
2311,Anthony Elanga,23,24,RW,88,71,73,39,66,80
2313,Ken Sema,23,32,LB,75,73,66,70,78,74
2314,Hjalmar Ekdal,23,27,CB,66,63,40,74,74,58
2315,Carl Starfelt,23,31,CB,68,56,32,77,79,52
2316,Jesper Karlstrom,23,30,CDM,64,71,62,74,77,69
2317,Viktor Gyokeres,23,28,ST,85,74,84,43,88,81
2318,Yasin Ayari,23,22,CM,72,73,67,64,68,75
2319,Mattias Svanberg,23,27,CM,75,77,74,72,76,76
2320,Eric Smith,23,29,CB,63,73,60,76,79,68
2321,Alexander Bernhardsson,23,27,RW,83,67,70,42,67,74
2322,Besfort Zeneli,23,23,CM,73,72,66,65,68,73
2324,Elliot Stroud,23,24,LB,80,68,61,66,69,72
2325,Gustaf Nilsson,23,29,ST,66,58,74,35,80,66
2326,Taha Ali,23,27,LW,87,67,64,31,58,82
2402,Ali Abdi,24,32,LB,78,71,64,72,75,73
2403,Montassar Talbi,24,28,CB,68,58,35,77,78,54
2404,Omar Rekik,24,24,CB,66,61,38,70,72,62
2405,Adem Arous,24,21,CB,65,54,32,67,69,52
2406,Dylan Bronn,24,30,CB,63,64,46,73,74,59
2407,Elias Achouri,24,27,LW,83,72,71,36,63,79
2408,Elias Saad,24,26,LW,82,68,70,38,61,77
2409,Hazem Mastouri,24,29,ST,71,53,69,33,76,64
2410,Hannibal Mejbri,24,23,CAM,74,74,65,63,71,76
2411,Ismael Gharbi,24,22,CAM,77,73,68,42,54,77
2412,Mortadha Ben Ouanes,24,31,LB,75,72,66,70,74,72
2413,Rani Khedira,24,32,CDM,56,71,58,76,78,67
2414,Khalil Ayari,24,21,CM,68,66,60,61,65,67
2415,Hadj Mahmoud,24,26,CM,70,69,65,68,74,69
2417,Ellyes Skhiri,24,31,CDM,68,76,68,80,81,73
2418,Rayan Elloumi,24,21,RW,79,62,64,31,58,71
2419,Firas Chaouat,24,29,ST,69,51,68,30,75,61
2420,Yan Valery,24,27,RB,79,67,51,71,73,70
2421,Mohamed Amine Ben Hamida,24,30,LB,72,65,52,68,71,64
2423,Moutaz Neffati,24,22,RB,75,62,48,65,67,66
2424,Raed Chikhaoui,24,21,CB,62,52,34,66,68,50
2425,Anis Ben Slimane,24,25,CM,69,72,67,66,74,72
2426,Sebastian Tounekti,24,23,LW,76,63,65,32,60,71
2502,Zeno Debast,25,22,CB,73,74,48,78,77,72
2503,Arthur Theate,25,26,CB,75,72,53,80,81,68
2504,Brandon Mechele,25,33,CB,58,61,38,76,78,55
2505,Maxim De Cuyper,25,25,LB,79,79,68,73,72,76
2506,Axel Witsel,25,37,CB,34,75,63,81,77,71
2507,Kevin De Bruyne,25,34,CAM,70,93,87,65,75,86
2508,Youri Tielemans,25,29,CM,65,84,80,70,71,79
2509,Romelu Lukaku,25,33,ST,78,71,84,38,87,74
2510,Leandro Trossard,25,31,LW,78,80,82,41,66,83
2511,Jerror Doku,25,24,LW,92,75,69,32,67,89
2514,Dodi Lukebakio,25,28,RW,87,74,77,41,71,81
2515,Thomas Meunier,25,34,RB,69,74,70,76,79,72
2516,Koni De Winter,25,24,CB,72,64,41,76,78,65
2517,Charles De Ketelaere,25,25,CAM,76,79,78,57,75,81
2518,Joaquin Seys,25,21,RB,75,67,52,70,68,71
2519,Diego Moreira,25,21,LW,82,68,65,36,61,78
2520,Hans Vanaken,25,33,CAM,55,81,77,65,74,75
2521,Timothy Castagne,25,30,RB,79,73,62,77,75,73
2522,Alexis Saelemaekers,25,26,RW,79,76,68,66,69,79
2523,Nicolas Raskin,25,25,CM,74,72,66,72,74,75
2524,Amadou Onana,25,24,CDM,75,73,65,81,85,74
2525,Nathan Ngoy,25,23,CB,74,58,35,73,74,61
2526,Matias Fernandez-Pardo,25,21,LW,81,65,71,30,62,76
2602,Yasser Ibrahim,26,33,CB,63,55,38,75,78,52
2603,Mohamed Hany,26,30,RB,75,68,51,71,72,70
2604,Hossam Abdelmaguid,26,25,CB,61,54,34,72,76,51
2605,Ramy Rabia,26,33,CB,58,60,42,73,75,55
2606,Mohamed Abdelmonem,26,27,CB,73,65,48,80,78,66
2607,Trezeguet,26,31,LW,84,73,76,41,73,81
2608,Emam Ashour,26,28,CM,79,77,76,71,79,80
2609,Hamza Abdelkarim,26,23,ST,74,58,70,32,71,68
2610,Mohamed Salah,26,34,RW,88,82,87,45,75,87
2611,Mostafa Ziko,26,29,LM,78,71,70,44,67,75
2612,Haissem Hassan,26,24,RW,85,69,65,34,58,80
2613,Ahmed Fatouh,26,28,LB,77,71,58,71,69,74
2614,Hamdy Fathy,26,31,CDM,66,70,64,76,81,69
2615,Karim Hafez,26,30,LB,76,70,61,68,70,72
2617,Mohanad Lasheen,26,30,CDM,64,72,61,72,74,68
2618,Nabil Emad,26,30,CDM,62,71,59,73,75,67
2619,Marwan Attia,26,27,CDM,68,73,62,75,76,71
2620,Ibrahim Adel,26,25,LW,81,69,72,35,63,78
2621,Mahmoud Saber,26,24,CAM,73,73,71,58,68,73
2622,Omar Marmoush,26,27,ST,86,74,80,42,74,83
2624,Tarek Alaa,26,23,RB,74,64,48,68,69,67
2625,Zizo,26,30,RW,83,78,76,52,72,80
2702,Saleh Hardani,27,27,RB,76,66,50,71,70,68
2703,Ehsan Hajsafi,27,36,LB,68,74,68,71,72,72
2704,Shojae Khalilzadeh,27,37,CB,51,57,41,74,75,53
2705,Milad Mohammadi,27,32,LB,78,68,54,71,73,70
2706,Saeid Ezatolahi,27,29,CDM,58,72,61,75,79,67
2707,Alireza Jahanbakhsh,27,32,RW,74,74,74,51,72,75
2708,Mohammad Mohebi,27,27,LW,77,67,71,42,76,73
2709,Mehdi Taremi,27,33,ST,74,75,81,43,78,79
2710,Mehdi Ghayedi,27,27,LW,84,70,72,35,54,81
2711,Ali Alipour,27,30,ST,73,61,71,38,74,68
2713,Hossein Kanaanizadegan,27,32,CB,62,61,45,75,79,56
2714,Saman Ghoddos,27,32,CAM,71,75,71,56,66,75
2715,Rouzbeh Cheshmi,27,32,CDM,50,65,52,74,78,59
2716,Mehdi Torabi,27,31,LW,77,73,71,39,64,77
2717,Aria Yousefi,27,24,RB,75,65,54,66,65,69
2718,Amirhossein Hosseinzadeh,27,25,CAM,74,70,69,45,63,74
2719,Ali Nemati,27,31,CB,64,56,36,70,73,53
2720,Shahriyar Moghanlou,27,31,ST,66,55,72,35,80,63
2721,Mohammad Ghorbani,27,25,CDM,67,68,58,71,74,67
2723,Ramin Rezaeian,27,36,RB,71,75,70,70,72,72
2724,Dennis Eckert,27,29,ST,73,64,72,36,71,71
2725,Danial Eiri,27,22,CB,64,52,32,64,66,51
2726,Amirmohammad Razzaghinia,27,20,CM,68,67,59,62,63,67
2802,Tim Payne,28,32,RB,74,66,51,69,72,67
2803,Francis de Vries,28,31,LB,71,64,48,65,68,66
2804,Tyler Bindon,28,21,CB,68,60,34,72,74,58
2805,Michael Boxall,28,37,CB,48,53,32,71,76,46
2806,Joe Bell,28,27,CDM,66,72,59,71,73,69
2807,Matthew Garbett,28,24,CM,73,70,66,62,71,72
2808,Marko Stamenic,28,24,CM,69,72,63,70,76,71
2809,Chris Wood,28,34,ST,65,64,81,38,84,67
2810,Sarpreet Singh,28,27,CAM,74,72,68,41,58,75
2811,Elijah Just,28,26,RW,78,67,64,37,61,72
2813,Liberato Cacace,28,25,LB,79,71,56,71,73,73
2814,Alex Rufer,28,30,CDM,60,67,55,68,74,63
2815,Nando Pijnaker,28,27,CB,63,55,33,68,73,51
2816,Finn Surman,28,22,CB,64,56,31,69,71,52
2817,Kosta Barbarouses,28,36,ST,72,66,69,35,63,71
2818,Ben Waine,28,25,ST,75,56,68,31,68,66
2819,Ben Old,28,23,CAM,76,68,63,44,60,73
2820,Callum McCowatt,28,27,LW,74,67,65,38,62,71
2821,Jesse Randall,28,23,LW,76,61,62,30,57,69
2823,Ryan Thomas,28,31,CM,70,73,62,66,65,72
2824,Callan Elliot,28,26,RB,73,63,46,65,67,66
2825,Lachlan Bayliss,28,23,CAM,71,65,61,40,55,68
2826,Tommy Smith,28,36,CB,42,54,35,68,72,45
2902,Marc Pubill,29,23,RB,81,68,52,73,76,72
2903,Alex Grimaldo,29,30,LB,84,86,78,76,71,84
2904,Eric Garcia,29,25,CB,68,76,44,77,73,72
2905,Marcos Llorente,29,31,RB,89,78,76,77,82,80
2906,Mikel Merino,29,29,CM,68,79,74,80,82,79
2907,Ferran Torres,29,26,RW,81,75,79,40,68,80
2908,Fabian Ruiz,29,30,CM,65,83,78,73,75,81
2909,Gavi,29,21,CM,76,77,68,74,78,81
2910,Dani Olmo,29,28,CAM,77,84,81,50,66,86
2911,Yeremy Pino,29,23,RM,81,74,75,41,59,81
2912,Pedro Porro,29,26,RB,81,80,72,76,77,79
2914,Aymeric Laporte,29,32,CB,63,72,50,83,79,69
2915,Alex Baena,29,24,CAM,75,83,76,53,64,81
2916,Rodri,29,29,CDM,66,86,73,87,85,80
2917,Nico Williams,29,23,LW,93,78,76,36,68,87
2918,Martin Zubimendi,29,27,CDM,70,80,64,81,78,78
2919,Lamine Yamal,29,18,RW,89,81,79,33,56,88
2920,Pedri,29,23,CM,78,87,70,68,65,87
2921,Mikel Oyarzabal,29,29,ST,78,80,81,42,72,81
2922,Pau Cubarsi,29,19,CB,67,76,33,79,72,69
2924,Marc Cucurella,29,27,LB,78,76,60,78,76,77
2925,Victor Munoz,29,22,RW,79,68,66,35,60,73
2926,Borja Iglesias,29,33,ST,60,61,76,38,78,67
3002,Stopira,30,38,CB,50,58,45,71,73,55
3003,Diney,30,31,CB,61,56,38,72,74,52
3004,Roberto Lopes,30,34,CB,53,55,35,70,75,48
3005,Logan Costa,30,25,CB,73,62,38,77,79,60
3006,Kevin Pina,30,29,CDM,66,71,60,74,78,69
3007,Jovane Cabral,30,28,LW,82,73,75,36,68,81
3008,Joao Paulo,30,28,LB,74,68,58,68,71,70
3009,Gilson Benchimol,30,24,ST,76,55,71,32,72,68
3010,Jamiro Monteiro,30,32,CAM,75,76,68,62,64,77
3011,Garry Rodrigues,30,35,LW,78,72,73,35,66,77
3013,Sidny Lopes Cabral,30,23,LB,75,61,44,65,66,67
3014,Deroy Duarte,30,26,CM,72,73,67,69,70,74
3015,Laros Duarte,30,29,CM,70,74,70,66,68,73
3016,Yannick Semedo,30,30,CDM,61,65,54,68,73,62
3017,Willy Semedo,30,31,RW,81,68,67,45,74,75
3018,Telmo Arcanjo,30,25,CAM,73,71,68,52,61,74
3019,Dailon Livramento,30,25,ST,77,59,71,34,71,70
3020,Ryan Mendes,30,36,RW,75,72,73,42,67,76
3021,Nuno da Costa,30,35,ST,71,67,73,40,73,72
3022,Steven Moreira,30,31,RB,74,68,51,71,73,70
3024,Wagner Pina,30,23,RB,75,62,46,67,66,68
3025,Kelvin Pires,30,26,CB,58,48,31,67,72,46
3026,Helio Varela,30,24,LW,83,65,69,33,62,77
3102,Ali Majrashi,31,26,RB,79,64,48,68,70,68
3103,Ali Lajami,31,30,CB,68,58,41,74,75,56
3104,Abdulelah Al-Amri,31,29,CB,64,56,38,73,76,53
3105,Hassan Al-Tambakti,31,27,CB,73,61,35,76,77,59
3106,Nasser Al-Dawsari,31,27,LB,75,72,66,70,72,74
3107,Musab Al-Juwayr,31,22,CM,70,73,66,65,66,72
3108,Ayman Yahya,31,25,RW,81,69,67,41,58,76
3109,Firas Al-Buraikan,31,26,ST,76,62,75,37,73,72
3110,Salem Al-Dawsari,31,34,LW,78,76,77,44,68,80
3111,Saleh Al-Shehri,31,32,ST,67,59,73,35,72,66
3112,Saud Abdulhamid,31,26,RB,85,72,56,74,76,76
3113,Nawaf Boushal,31,26,RB,78,65,46,67,68,69
3114,Hassan Kadesh,31,33,CB,61,61,42,70,74,55
3115,Abdullah Al-Khaibari,31,29,CDM,64,68,53,74,75,66
3116,Ziyad Al-Johani,31,24,CM,68,69,62,64,67,69
3117,Khalid Al-Ghannam,31,25,LW,82,65,66,32,56,78
3118,Alaa Al-Hejji,31,30,CDM,58,66,51,68,71,62
3119,Abdullah Al-Hamdan,31,26,ST,73,65,67,36,65,71
3120,Sultan Mandash,31,31,RW,77,67,66,38,61,72
3123,Mohamed Kanno,31,31,CM,65,73,69,73,81,72
3124,Moteb Al-Harbi,31,26,LB,80,68,52,69,67,71
3125,Jehad Thakri,31,24,CB,63,52,31,65,69,48
3126,Mohammed Abu Al-Shamat,31,23,RB,74,63,45,66,65,67
3202,Jose Maria Gimenez,32,31,CB,63,60,46,83,83,58
3203,Sebastian Caceres,32,26,CB,73,64,39,78,77,63
3204,Ronald Araujo,32,27,CB,79,65,51,86,84,65
3205,Manuel Ugarte,32,25,CDM,71,74,58,82,83,76
3206,Rodrigo Bentancur,32,28,CM,69,80,68,78,79,80
3207,Nicolas de la Cruz,32,29,CM,79,79,76,68,69,80
3208,Federico Valverde,32,27,CM,87,84,82,80,82,82
3209,Darwin Nunez,32,26,ST,89,69,81,42,84,77
3210,Giorgian de Arrascaeta,32,32,CAM,71,83,79,41,64,81
3211,Facundo Pellistri,32,24,RW,84,70,66,36,58,78
3213,Guillermo Varela,32,33,RB,71,67,52,72,71,70
3214,Agustin Canobbio,32,27,RM,82,71,69,60,76,74
3215,Emiliano Martinez,32,26,CDM,62,70,55,73,76,67
3216,Mathias Olivera,32,28,LB,78,70,56,78,79,74
3217,Matias Vina,32,28,LB,77,72,61,76,75,74
3218,Brian Rodriguez,32,26,LW,83,70,71,35,60,78
3219,Rodrigo Aguirre,32,31,ST,74,65,74,38,77,71
3220,Maximiliano Araujo,32,26,LW,82,72,70,64,72,77
3221,Federico Vinas,32,27,ST,72,59,75,36,81,69
3222,Joaquin Piquerez,32,27,LB,75,74,67,73,76,74
3224,Santiago Bueno,32,27,CB,65,60,35,76,76,56
3225,Juan Manuel Sanabria,32,26,LM,76,72,66,66,68,72
3226,Rodrigo Zalazar,32,26,CAM,74,75,74,58,70,76
3302,Malo Gusto,33,22,RB,81,75,45,73,74,78
3303,Lucas Digne,33,31,LB,68,79,68,77,74,76
3304,Dayot Upamenaco,33,26,CB,78,64,45,84,84,73
3305,Jules Kounde,33,26,RB,83,74,47,86,84,79
3306,Manu Kone,33,24,CM,72,75,74,74,82,81
3307,Ousmane Dembele,33,28,RW,89,83,88,50,69,93
3308,Aurelien Tchouameni,33,25,CM,70,79,69,81,82,78
3309,Marcus Thuram,33,24,ST,80,77,76,81,81,80
3310,Kylian Mbappe,33,26,ST,97,81,90,37,76,92
3311,Michael Olise,33,23,RW,73,84,80,50,66,87
3312,Bradley Barcola,33,22,LW,91,78,77,39,66,84
3313,N'Golo Kante,33,34,CDM,74,73,65,85,79,80
3314,Adrien Rabiot,33,30,CM,86,81,79,77,84,80
3315,Ibrahima Konate,33,26,CB,83,63,34,86,85,69
3317,William Saliba,33,24,CB,78,68,39,87,83,72
3318,Warren Zaire-Emery,33,19,CM,78,76,68,75,79,79
3319,Theo Hernandez,33,27,LB,92,78,76,79,83,83
3320,Desire Doue,33,20,LW,82,77,80,55,74,90
3321,Lucas Hernandez,33,27,LB,92,78,76,79,83,83
3322,Jean-Phillipe Mateta,33,28,ST,80,70,84,41,81,77
3324,Rayan Cherki,33,21,CAM,75,80,75,21,65,88
3325,Maghnes Akliouche,33,23,CAM,74,78,70,48,62,83
3326,Maxence Lacroix,33,25,CB,93,57,40,80,82,67
3402,Mamadou Sarr,34,22,CB,66,76,66,77,76,78
3403,Kalidou Koulibaly,34,34,CB,84,62,48,82,84,65
3404,Abdoulaye Seck,34,21,CB,72,55,53,25,44,61
3405,Idrissa Gueye,34,26,CDM,68,75,65,76,79,75
3406,Pathé Ciss,34,31,CDM,62,64,57,76,87,65
3407,Assane Diao,34,21,LW,80,57,59,69,81,64
3408,Lamine Camara,34,21,CM,76,78,66,71,69,77
3409,Bamba Dieng,34,25,ST,78,60,72,33,60,68
3410,Sadio Mané,34,33,LW,83,78,81,44,75,85
3411,Nicolas Jackson,34,24,ST,83,69,77,40,77,79
3412,Cherif Ndiaye,34,34,ST,81,69,68,71,76,74
3413,Iliman Ndiaye,34,34,CAM,81,69,68,71,76,74
3414,Ismail Jakobs,34,25,LB,90,65,60,70,68,74
3415,Krépin Diatta,34,26,RM,86,67,69,57,67,76
3417,Pape Matar Sarr,34,22,CM,66,76,66,77,76,78
3418,Ismaïla Sarr,34,22,RW,66,76,66,77,76,78
3419,Moussa Niakhaté,34,29,CB,78,63,48,77,80,64
3420,Ibrahim Mbay,34,21,LW,81,58,64,29,59,65
3421,Habib Diarra,34,21,CM,67,71,68,71,71,77
3422,Bara Sapoko Ndiaye,34,34,ST,81,69,68,71,76,74
3424,Antoine Mendy,34,33,RB,50,69,54,73,67,73
3425,El Hadji Malick Diouf,34,20,LB,82,68,67,70,77,74
3426,Pape Gueye,34,26,CDM,68,75,65,76,79,75
3502,Rebin Sulaka,35,23,CB,70,64,58,55,64,66
3503,Hussein Ali,35,25,RB,79,82,74,81,83,80
3504,Zaid Tahseen,35,23,CB,70,64,58,55,64,66
3505,Akam Hashim,35,23,CB,70,64,58,55,64,66
3506,Manaf Younis,35,19,CB,74,46,46,41,55,65
3507,Youssef Amyn,35,23,LW,70,64,58,55,64,66
3508,Ibrahim Bayesh,35,25,RM,80,60,67,58,75,69
3509,Ali Al-Hamadi,35,23,ST,70,64,58,55,64,66
3510,Mohanad Ali,35,25,ST,79,82,74,81,83,80
3511,Ahmed Qasem,35,30,LW,74,55,56,55,71,64
3513,Ali Yousif,35,23,ST,70,64,58,55,64,66
3514,Zidane Iqbal,35,22,CM,60,64,60,63,62,73
3515,Ahmed Yahya,35,24,LB,84,59,61,49,67,67
3516,Amir Al-Ammari,35,27,CM,70,66,57,60,70,63
3517,Ali Jasim,35,21,LW,66,57,62,22,59,63
3518,Aymen Hussein,35,25,ST,59,65,58,62,66,71
3519,Kevin Yakob,35,24,CAM,65,66,61,59,64,68
3520,Aimar Sher,35,22,CM,54,61,47,61,66,69
3521,Marko Farji,35,21,RW,81,60,60,32,65,66
3523,Merchas Doski,35,25,LB,75,65,54,62,62,71
3524,Zaid Ismail,35,23,CM,70,64,58,55,64,66
3525,Mustafa Saadoon,35,23,RB,70,64,58,55,64,66
3526,Frans Putros,35,23,CB,70,64,58,55,64,66
3602,Julian Ryerson,36,27,RB,72,71,63,77,82,76
3603,Kristoffer Ajer,36,27,CB,70,65,56,74,81,68
3604,Leo Skiri Østigård,36,25,CB,58,50,37,71,79,61
3605,David Møller Wolfe,36,23,LB,79,65,53,67,77,69
3606,Fredrik Bjørkan,36,26,LB,81,65,53,68,75,72
3607,Alexander Sørloth,36,29,ST,81,71,82,36,85,76
3608,Sander Berge,36,27,CDM,55,74,65,75,84,71
3609,Erling Haaland,36,24,ST,92,70,91,45,88,80
3610,Martin Ødegaard,36,26,CAM,68,88,79,67,65,87
3611,Jørgen Strand Larsen,36,25,ST,78,62,79,32,83,70
3614,Andreas Schjelderup,36,21,LW,77,69,68,36,57,80
3615,Torbjørn Heggem,36,26,CB,75,61,46,73,79,66
3616,Marcus Holmgren Pedersen,36,24,RB,89,68,49,64,66,71
3617,Fredrik Aursnes,36,29,CM,75,78,71,77,82,80
3618,Kristian Thorstvedt,36,26,CM,66,74,71,67,82,73
3619,Thelo Aasgaard,36,23,CAM,69,68,68,46,63,71
3620,Antonio Nusa,36,20,LW,86,68,72,41,63,81
3621,Patrick Berg,36,27,CDM,74,75,67,71,78,73
3622,Oscar Bobb,36,21,RW,74,71,65,33,41,77
3623,Morten Thorsby,36,29,CM,50,69,62,72,75,71
3624,Sondre Langås,36,24,CB,86,56,38,68,85,63
3625,Henrik Falchener,36,22,CB,65,54,46,62,73,57
3626,Jens Petter Hauge,36,31,LW,80,65,60,65,74,65
3702,Leonardo Balerdi,37,26,CB,83,65,46,82,79,69
3703,Nicolás Tagliafico,37,32,LB,61,70,56,77,76,76
3704,Gonzalo Montiel,37,28,RB,81,71,63,74,80,77
3705,Leandro Paredes,37,31,CDM,62,82,70,72,74,79
3706,Lisandro Martínez,37,27,CB,80,75,88,51,83,84
3707,Rodrigo De Paul,37,31,CM,76,83,78,76,83,83
3708,Valentín Barco,37,20,LB,76,75,50,68,61,78
3709,Julián Álvarez,37,25,ST,85,81,87,57,79,87
3710,Lionel Messi,37,38,RW,73,85,85,33,64,90
3711,Giovani Lo Celso,37,29,CM,68,82,81,68,71,84
3713,Cristian Romero,37,34,CB,90,64,73,54,83,73
3714,Exequiel Palacios,37,26,CM,53,80,76,81,71,82
3715,Nicolás González,37,27,LW,84,73,75,45,61,78
3716,Thiago Almada,37,24,CAM,74,79,74,51,58,83
3717,Giuliano Simeone,37,22,RM,91,72,73,45,81,81
3718,José López,37,27,ST,72,64,62,64,64,67
3719,Nicolás Otamendi,37,37,CB,64,64,57,83,85,62
3720,Alexis Mac Allister,37,26,CM,64,85,82,78,76,85
3721,Nicolás Paz,37,20,CAM,79,77,71,51,64,82
3722,Lautaro Martínez,37,27,ST,80,75,88,51,83,84
3724,Enzo Fernández,37,24,CM,68,85,75,73,75,81
3725,Facundo Medina,37,23,CB,75,70,63,70,68,77
3726,Nahuel Molina,37,27,RB,84,73,67,75,71,76
3802,Aïssa Mandi,38,33,CB,55,71,46,75,73,67
3803,Achref Abada,38,23,LB,76,70,64,58,68,73
3804,Mohamed Amine Tougai,38,23,CB,76,70,64,58,68,73
3805,Zineddine Belaïd,38,23,CB,76,70,64,58,68,73
3806,Ramiz Zerrouki,38,27,CDM,59,69,66,68,80,72
3807,Riyad Mahrez,38,34,RW,76,81,80,39,63,88
3808,Houssem Aouar,38,27,CAM,64,75,72,65,65,82
3809,Amine Gouiri,38,25,ST,75,76,82,45,71,80
3810,Farès Chaïbi,38,22,CAM,69,75,68,68,69,76
3811,Anis Hadj Moussa,38,23,RW,77,67,69,30,52,84
3812,Nadhir Benbouali,38,23,ST,76,70,64,58,68,73
3813,Jaouen Hadjam,38,22,LB,80,59,54,65,72,69
3814,Hicham Boudaoui,38,25,CM,73,74,67,74,76,77
3815,Rayan Aït-Nouri,38,24,LB,84,76,53,77,70,84
3817,Rafik Belghali,38,23,RB,83,61,60,61,62,66
3818,Mohamed Amoura,38,25,ST,87,71,81,47,61,86
3819,Nabil Bentaleb,38,30,CDM,50,77,72,71,73,79
3820,Adel Boulbina,38,23,LW,76,70,64,58,68,73
3821,Ramy Bensebaini,38,30,CB,73,70,70,78,79,77
3822,Ibrahim Maza,38,19,CAM,76,66,66,40,62,79
3824,Yacine Titraoui,38,21,CM,62,65,53,62,63,70
3825,Farès Ghedjemis,38,23,RW,76,70,64,58,68,73
3826,Samir Chergui,38,23,CB,76,70,64,58,68,73
3902,David Affengruber,39,24,CB,72,56,41,75,83,69
3903,Kevin Danso,39,26,CB,79,57,32,78,83,62
3904,Xaver Schlager,39,27,CDM,64,74,70,75,78,78
3905,Stefan Posch,39,28,RB,78,68,55,80,74,66
3906,Nicolas Seiwald,39,24,CDM,70,74,62,74,76,74
3907,Marko Arnautović,39,22,ST,75,71,65,60,70,74
3908,David Alaba,39,33,CB,72,82,71,82,75,79
3909,Marcel Sabitzer,39,31,CM,72,80,80,76,76,80
